iter	Logloss	Accuracy
882	0.09229719121	0.9836512262
883	0.09220071132	0.9836512262
884	0.09215321456	0.9836512262
885	0.09201336608	0.9836512262
886	0.09192584149	0.9836512262
887	0.09179772226	0.9836512262
888	0.09168654745	0.9836512262
889	0.0914800455	0.9836512262
890	0.09142986903	0.9836512262
891	0.09129408577	0.9836512262
892	0.09116416575	0.9836512262
893	0.09109150172	0.9836512262
894	0.09091293613	0.9836512262
895	0.09076690898	0.9836512262
896	0.09068028859	0.9836512262
897	0.09046786646	0.9836512262
898	0.09039896924	0.9836512262
899	0.09028583751	0.9836512262
900	0.09020130616	0.9836512262
901	0.09010961526	0.9836512262
902	0.0900393151	0.9836512262
903	0.08992059964	0.9836512262
904	0.08981515374	0.9836512262
905	0.08971809598	0.9836512262
906	0.08957446096	0.9836512262
907	0.08951214408	0.9836512262
908	0.08942460774	0.9836512262
909	0.08917966874	0.9836512262
910	0.08906031323	0.9836512262
911	0.08893599536	0.9836512262
912	0.08879120518	0.9836512262
913	0.08870490809	0.9836512262
914	0.08851418446	0.9836512262
915	0.08837939519	0.9836512262
916	0.08833950269	0.9836512262
917	0.08818511281	0.9836512262
918	0.08808334358	0.9836512262
919	0.08792809255	0.9836512262
920	0.08778975451	0.9836512262
921	0.08765241878	0.9836512262
922	0.08748208891	0.9836512262
923	0.08742750178	0.9836512262
924	0.08738475074	0.9836512262
925	0.08729271481	0.9836512262
926	0.08717688633	0.9836512262
927	0.08703457977	0.9836512262
928	0.08691084229	0.9836512262
929	0.08680660678	0.9836512262
930	0.08664522905	0.9836512262
931	0.08650260286	0.9836512262
932	0.0864020315	0.9836512262
933	0.08623544342	0.985013624
934	0.08617868181	0.985013624
935	0.08611237453	0.985013624
936	0.08606508793	0.985013624
937	0.08592175569	0.985013624
938	0.08583557145	0.985013624
939	0.08567018445	0.985013624
940	0.08560525977	0.985013624
941	0.08550054839	0.985013624
942	0.08544236542	0.985013624
943	0.08540798579	0.985013624
944	0.08531933819	0.985013624
945	0.08519390503	0.985013624
946	0.08515135569	0.985013624
947	0.08508250464	0.985013624
948	0.08504853075	0.985013624
949	0.08492728906	0.985013624
950	0.08479419622	0.985013624
951	0.0846360342	0.985013624
952	0.0845308253	0.985013624
953	0.08444107218	0.985013624
954	0.08439631051	0.985013624
955	0.08432412226	0.985013624
956	0.08419036408	0.985013624
957	0.08404358253	0.985013624
958	0.08387966774	0.985013624
959	0.08371767983	0.985013624
960	0.08361508236	0.985013624
961	0.08350489564	0.9863760218
962	0.08338205469	0.9863760218
963	0.08332108137	0.9863760218
964	0.0832439766	0.9863760218
965	0.08312384889	0.9863760218
966	0.0830869149	0.9863760218
967	0.08292676284	0.9863760218
968	0.08281357149	0.9863760218
969	0.08256957394	0.9863760218
970	0.08246879391	0.9863760218
971	0.08230080891	0.9863760218
972	0.08217013472	0.9863760218
973	0.08213868095	0.9863760218
974	0.08208415214	0.9863760218
975	0.08199922168	0.9863760218
976	0.08189410628	0.9863760218
977	0.0817447434	0.9863760218
978	0.08168696681	0.9863760218
979	0.08158811693	0.9863760218
980	0.0814644611	0.9863760218
981	0.08141991808	0.9863760218
982	0.08123183094	0.9863760218
983	0.08110233886	0.9863760218
984	0.08104087707	0.9863760218
985	0.08100551448	0.9863760218
986	0.08091321175	0.9863760218
987	0.08079412778	0.9863760218
988	0.08065853603	0.9863760218
989	0.08058533101	0.9863760218
990	0.08050846704	0.9863760218
991	0.08043458735	0.9863760218
992	0.08033745184	0.9863760218
993	0.08004811514	0.9863760218
994	0.07997632357	0.9863760218
995	0.07991428389	0.9863760218
996	0.07983601294	0.9863760218
997	0.0797926221	0.9863760218
998	0.07962227065	0.9863760218
999	0.07952270869	0.9863760218
